,Unnamed: 0,Tweets,target
649,761,because they are trying to persuade the domestic audience that everything foreign is purely evil and that the chinese vaccine without clinical trials are far safer and superior,negative
650,762,at sankarbalajee1 at tehseenp absolutely i don't doubt that you do not stay there i also said that till december the chinese synopharm vaccine was being administered also a health care professional there wouldn't have any ulterior motives to lie tome but i still didn't get my answer from the big man lol,positive
651,763,better phrchase chinese vaccine if you love the corona patient  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy  indians vaccine will help him reach swargg/heaven as soon as possible  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy,positive
652,764,at lydia library at michaelinpa at yamikaze at goodpoliticguy at raenicol why does he stop there tho why doesn’t he get other companies around the world to file for fda eua for vaccine the chinese and russian vaccines are just as good as j&amp j/moderna/pfizer if he can push companies to work together he do that also,positive
653,765,support for covid 19 vaccine passports grows with european chinese backing u s holds back for now amid ethical concerns,neutral
654,766,at ikaveri how's your colostomy bag doing hope it doesn't burst and cancer hope it doesn't come back why didn't you opt for the russian or chinese vaccine (because rr toh karna hai side effects hai right,neutral
655,767,at scmpnews *chinese hackers target vaccine researchers arround the world,neutral
656,768,base on the lies president buhari and his apc scam party has told nigerians the allege vaccine buhari and osinbajo took could be ordinary h2o or vitamin c to deceive ordinary nigerians to take the chinese vaccine that has 50% efficacy we better wait for pfizer or astrazeneca,positive
657,769,at ysannet1 at  diabetes101 at diabetesuk poor you i felt the same after my vaccine i like this chinese recipe and this thai pad when my family vote for carry out i do my own thing they’re used to me being difficult/different now  zany_face,positive
658,770,at jbarro my understanding is that mdot of what thyeyve used so far is sinovac the chinese vaccine which is part of the reason for faster rollout,positive
659,771,at fuller edward at ominoushallways not in usa johnson vaccine is not even in the country haha we have only phizer and the chinese sinovac,neutral
660,772,chinese vaccine diplomacy could squeeze taiwan internationally analyst,neutral
661,773,at nukestrat the chinese virus is almost vanquished in the usa thanks to trump's leadership on vaccine development and production  clapping_hands,positive
662,774,at govtimwalz at vikings last thing i’ll ever do is get a vaccine for a media over blown democrat chinese made virus what a shame this country has become,negative
663,775,at jbarro choosing an all of the above vaccine strategy ordering pfizer chinese vaccines (both are being used rn) astrazeneca in talks with russia for their vaccine and with cansino too also being open to the world the last four decades helps to gather necessary experience,positive
664,776,at sankarbalajee1 at tehseenp from october till december they were using the chinese vaccine until pfizer gave initial clearance to their friend is in dubai and he had to take the chinese vaccine as he is a health care worker what are you talking about man any idea about timelines,neutral
665,777,at jbarro they bought vaccines from everywhere including the chinese vaccine and they have a more developed economy than most of latin america,positive
666,778,at mikeyr08548854 at goodwinmj at markhumphrys a then there are several other reports that raise doubts about astrazeneca’s trial procedures it’s nowhere even close to the indian vaccine it’s only slightly better than the chinese vaccines,positive
667,779,they were reportedly interested in which countries would use the pfizer biontech shot fmtnews,neutral
668,780,at ballouxfrancois but brazil is vaccinating with sinovac the chinese vaccine,neutral
669,781,at shackleramz what’s the point of the chinese vaccine you got then  new_moon_face,neutral
670,782,at jimodonnell2 the situation is such that i am convinced that russian and chinese vaccines will soon be authorized in the european union there are also people calling for patents to be removed to produce vaccines quickly so it is possible that i get any vaccine  zany_face,positive
